USERID,LTV
17138028,149.39
2128674,149.38
18638460,149.35
27732717,149.3
24709490,149.29
32108974,149.25
33030593,149.23
8957830,149.08
20264063,149.06
19989515,149.02
5329654,149.02
11813166,149
14402689,149
20477421,149
505220,149
8426862,149
32371417,148.99
27817167,148.93
6795450,148.92
33847434,148.88
15397374,148.86
33014924,148.8
27043148,148.77
33975602,148.72
23505612,148.67
28912349,148.62
28452045,148.57
29917109,148.54
1232040,148.51
8961487,148.46
10868859,148.45
24327139,148.45
28629747,148.33
3294663,148.32
33846763,148.29
23198876,148.27
23362048,148.24
31859478,148.13
229451,148.1
8139444,148.07
2954697,148.05
20866684,148.05
2093008,148.03
1289426,148
19118009,148
18971619,147.99
16925376,147.99
1400330,147.95
33260306,147.94
27281657,147.93
33082528,147.87
10117751,147.82
1388760,147.78
850784,147.69
33673418,147.68
19358070,147.67
33301677,147.63
6847774,147.61
24225745,147.57
28708068,147.56
33786875,147.52
28011232,147.49
26751639,147.48
4893704,147.45
4792735,147.45
34177112,147.37
33888230,147.32
33602995,147.29
34063024,147.28
23906131,147.27
28789185,147.19
30528926,147.16
29467712,147.08
5983221,147.06
33526915,147.01
34104406,146.99
8914724,146.99
80905,146.98
4991196,146.97
5882020,146.92
26864784,146.89
29327336,146.89
32499620,146.85
4440550,146.85
34032512,146.85
31646914,146.82
15262990,146.82
31387330,146.8
30881993,146.7
34196774,146.68
28580079,146.65
29155772,146.6
17488542,146.6
19684493,146.52
29672179,146.48
28650691,146.48
23128734,146.42
8993035,146.4
32215906,146.34
5016456,146.3
23368039,146.29
26074826,146.29
6759204,146
7574625,146
14697282,146
25709702,145.99
925589,145.99
31874094,145.94
19444466,145.87
31273990,145.87
10233284,145.85
27401934,145.84
21770583,145.84
12707065,145.83
33715260,145.8
30504868,145.75
5664227,145.7
13188845,145.66
19356339,145.49
8520327,145.4
19965922,145.35
1523323,145.32
33720573,145.27
7974839,145.27
13936916,145.25
28077974,145.23
21220992,145.1
9040460,145.1
27185917,145.09
3058365,145.09
32907451,145.08
4871192,145.07
34378768,145.06
23189409,145.03
27584438,145.01
20634590,145
25561936,144.99
28112432,144.98
1392144,144.98
22698988,144.98
7671766,144.98
27495796,144.98
26597004,144.97
4723132,144.97
27331034,144.97
32695180,144.96
31830007,144.96
34340770,144.96
6029081,144.96
28720696,144.95
30979895,144.94
3829761,144.93
26932010,144.92
31432964,144.91
32702814,144.9
27767627,144.89
31080065,144.89
4187183,144.88
8123047,144.88
1260473,144.85
1920198,144.85
31384431,144.84
34256119,144.84
33139832,144.83
190058,144.79
33252097,144.78
33990678,144.76
13930352,144.74
32088110,144.74
15485868,144.7
23621987,144.7
22554005,144.68
27215343,144.68
4657072,144.66
1939235,144.58
4429294,144.56
10052642,144.54
31991953,144.49
30529983,144.48
33682601,144.48
34349085,144.47
34166578,144.45
3565985,144.44
32762855,144.43
28454821,144.37
33730638,144.36
32582399,144.35
32331682,144.34
27535623,144.32
33788901,144.3
28020002,144.27
33757791,144.26
5733279,144.21
29602091,144.17
30125187,144.14
31967323,144.1
7682142,144.06
14897813,144
12086634,143.98
32101584,143.98
25714325,143.97
26095959,143.94
33129690,143.9
28861194,143.88
16684390,143.86
33422451,143.83
31102093,143.8
33624929,143.78
3290769,143.74
19555042,143.69
6372592,143.67
20556743,143.66
32778856,143.62
34059900,143.58
25229792,143.57
1603361,143.49
13244039,143.45
28953213,143.39
746636,143.25
33516008,143.19
15813261,143.18
5168021,143.14
27445433,143.1
28813532,143.09
25365398,143.06
26098030,143
24603624,143
32464891,142.99
33148510,142.94
29729908,142.88
16827600,142.79
15052620,142.77
33870544,142.72
30209341,142.66
13408232,142.63
33717508,142.59
9466649,142.58
19734918,142.5
29970149,142.44
32299545,142.39
8973292,142.35
33610615,142.33
8369488,142.32
31993938,142.3
31550104,142.26
27760663,142.24
17933111,142.22
22191421,142.2
29393688,142.2
27861612,142.19
29176341,142.18
33299281,142.15
34011452,142.1
9641332,142.08
32651376,142.04
7009960,142.04
24780254,142
6215528,142
25579749,141.96
29031317,141.9
23148475,141.9
26293012,141.9
4068087,141.86
2734647,141.85
33548589,141.82
34077193,141.81
33713429,141.78
13073933,141.76
33902397,141.68
21926944,141.6
31375661,141.51
12543784,141.48
1805839,141.42
782331,141.42
24685149,141.38
28148873,141.35
21328165,141.26
34095620,141.2
28155327,141.18
32009436,141.15
30909257,141.1
34197750,141.08
34199658,141.07
33666096,141.02
28790774,141
30159774,140.99
4626904,140.99
33444793,140.95
5081185,140.95
32560143,140.87
32843982,140.86
31599792,140.86
28117458,140.85
33069699,140.85
31898115,140.78
1469355,140.75
13381515,140.73
31862358,140.7
6431272,140.7
129773,140.7
18574493,140.68
32122571,140.67
32250880,140.67
32958365,140.64
24225829,140.6
31458314,140.59
2361442,140.57
32044368,140.55
33457096,140.53
32385193,140.43
27474671,140.4
33759154,140.36
21527442,140.34
17980275,140.33
789,140.3
22418007,140.27
7127865,140.24
32036091,140.19
7604001,140.18
31708260,140.18
31801524,140.13
30962026,140.12
25016797,140.11
33210790,140.1
3840992,140.07
26530516,140.06
127314,140.04
17081063,140.02
30884605,140
14180719,140
7927361,140
30177877,140
28307323,140
29406740,140
6049838,140
29597671,140
32092566,140
6614936,140
32979618,139.99
18069943,139.99
31786874,139.99
34201336,139.99
31119617,139.99
27391829,139.98
29959960,139.97
11499352,139.96
7421781,139.96
1715272,139.96
30152605,139.96
26882633,139.96
34361014,139.95
12044428,139.95
31515975,139.95
8218633,139.94
22171698,139.94
32056108,139.94
27732383,139.93
13845193,139.93
28288428,139.93
2945649,139.92
5559139,139.9
8292180,139.9
34382527,139.9
13849582,139.9
34138156,139.9
34108021,139.89
29039734,139.87
32942633,139.86
32622360,139.85
34032123,139.82
34114251,139.82
2221570,139.8
32859247,139.78
1731326,139.75
31358219,139.75
33269747,139.74
34027380,139.72
13336559,139.69
33838668,139.58
11596532,139.57
33242973,139.49
13392166,139.49
33571984,139.47
7929120,139.38
3367371,139.34
33292292,139.33
28360739,139.31
4534675,139.3
23223253,139.28
1395546,139.26
33396595,139.25
33756861,139.22
30436410,139.19
33971836,139.18
26428824,139.09
32758175,139.06
2162055,139
21141968,139
26700765,138.98
30140147,138.95
31060717,138.86
30581166,138.85
3774770,138.83
19512393,138.77
29142470,138.75
28678846,138.75
30120353,138.6
3190712,138.59
32859201,138.57
29257636,138.48
4184040,138.44
32532594,138.37
20923771,138.36
32661189,138.34
3255341,138.3
33604650,138.3
26840272,138.28
25534370,138.2
31722755,138.2
9499903,138.07
33970910,138.04
18862018,138.04
33731042,138.04
324274,138
33789996,138
33925145,138
2207301,137.99
20047909,137.9
3832179,137.87
33977129,137.86
33595701,137.83
27608389,137.8
18060785,137.79
31849180,137.78
23483315,137.66
8519446,137.6
28279924,137.6
2285577,137.59
26750027,137.55
15858444,137.54
31302708,137.5
4913900,137.48
19369020,137.42
3702044,137.4
32647751,137.39
34021031,137.37
7611280,137.36
31291959,137.35
12041,137.33
1300483,137.3
34157229,137.27
4266734,137.18
26892145,137.1
29237624,137.09
33609303,137.06
8943507,137
15936322,137
33884194,136.97
28759997,136.89
23372261,136.88
15072539,136.87
24529645,136.85
1293648,136.84
12236673,136.83
27383063,136.8
476544,136.79
33292186,136.78
33347136,136.68
25680540,136.64
27321067,136.6
24772887,136.6
28357347,136.49
1714078,136.4
883814,136.38
26294052,136.29
326688,136.29
34105080,136.19
29033879,136.08
15370016,136
22656108,136
7995841,136
32645333,135.91
1318483,135.89
32459592,135.88
29951952,135.88
1465203,135.88
26836827,135.86
20088094,135.81
28998958,135.79
28665135,135.69
33638167,135.68
4274482,135.66
27762909,135.64
26385936,135.6
711642,135.6
30197204,135.59
4451950,135.55
33906651,135.46
30786723,135.42
17277144,135.3
20118726,135.15
24407663,135.14
13263554,135.09
4895813,135.05
23640637,135.04
24467017,135.03
27125994,135
26852186,135
21433354,135
24418410,135
20442105,135
12535196,135
33777294,134.99
13909091,134.99
27402048,134.99
19383095,134.98
19293539,134.97
27402364,134.97
34346546,134.97
33336661,134.97
33524132,134.96
23547430,134.96
6194520,134.96
22461739,134.95
34197511,134.94
25698179,134.94
19021692,134.94
31521539,134.91
33086674,134.91
19628379,134.9
33502873,134.9
3756299,134.9
17362913,134.9
29076059,134.88
3909754,134.88
31907216,134.86
32642100,134.85
33006738,134.85
6443011,134.85
29832997,134.85
32184165,134.84
29463166,134.84
24209658,134.84
9669152,134.84
33889858,134.8
26986326,134.79
33728444,134.78
9516058,134.75
24008746,134.73
33933505,134.7
24411891,134.69
31824758,134.66
33996935,134.61
18721987,134.6
25526152,134.58
6703436,134.49
33178544,134.44
1340566,134.44
21830617,134.44
29435896,134.43
32302153,134.41
33533681,134.4
22838795,134.39
34029152,134.37
33594749,134.33
33309780,134.33
33429162,134.19
32234430,134.15
33445851,134.08
12905327,134.07
12704459,134.05
3792967,134.01
23345782,134
27422018,134
12625241,133.99
10170716,133.97
16000643,133.91
33174438,133.91
34375607,133.88
3098430,133.87
25013039,133.86
17041821,133.85
4163789,133.8
32002290,133.79
32752891,133.75
6619018,133.75
33517634,133.63
34024661,133.6
29700060,133.59
31488569,133.58
309776,133.57
27723748,133.57
33562961,133.56
25771476,133.55
3885154,133.55
5730157,133.51
12835651,133.49
29442778,133.47
33265532,133.46
33275135,133.44
8933711,133.39
33535820,133.37
32544681,133.35
20974507,133.29
14318641,133.23
6133864,133.23
31765947,133.18
33919364,133.14
7159439,133.12
18600687,133.12
34302809,133.08
21072008,133
24738252,133
23539883,133
3674944,133
1436859,133
16597275,133
1109874,132.97
32469037,132.94
33987942,132.93
2893160,132.91
4615,132.9
29951999,132.76
33579456,132.67
29102729,132.66
28646824,132.62
29984042,132.59
16542931,132.55
22495890,132.51
21115809,132.5
9006892,132.48
12635110,132.45
32001088,132.45
34193475,132.42
5409774,132.41
24299454,132.4
11845305,132.37
29462644,132.35
19353911,132.32
33303591,132.3
32539725,132.29
26171153,132.28
33758341,132.15
7883452,132.14
28549695,132.12
6181974,132.1
26915895,132.1
31801432,132.09
20354814,132.05
8420938,132.04
33079645,132.01
4324292,132
30935942,132
2710616,132
28926954,131.99
26217413,131.99
32333891,131.97
32499208,131.95
29976221,131.94
30142288,131.9
28687473,131.9
25758432,131.9
22914397,131.88
25260063,131.86
3136904,131.81
13249256,131.81
33580991,131.8
1745434,131.8
33576995,131.8
27817297,131.78
34304411,131.77
28370128,131.75
12479969,131.73
18102806,131.73
21706436,131.68
33949393,131.67
34188112,131.65
20488557,131.6
283324,131.6
33688402,131.59
28299534,131.59
4748210,131.53
33087005,131.51
3087397,131.48
16345451,131.47
33719101,131.46
33969225,131.45
19373239,131.4
32127186,131.36
19235857,131.35
33171724,131.3
33629607,131.29
33339699,131.28
28103165,131.2
8051941,131.2
13948664,131.18
268880,131.15
5547851,131.12
4676974,131.1
14853976,131.1
32434887,131.07
33096438,131.06
33298177,131.05
29206382,131.03
30803772,130.99
1826282,130.99
24905250,130.99
4203929,130.99
31723430,130.98
4238236,130.98
28599774,130.96
16487348,130.96
33441885,130.95
33229722,130.94
27873946,130.93
32380823,130.92
5292264,130.9
32263459,130.87
588739,130.84
4993147,130.83
28016472,130.8
28222635,130.78
23595116,130.77
9560783,130.73
33063242,130.68
15001679,130.66
29974966,130.64
34334719,130.59
21398104,130.59
9278824,130.57
4165703,130.57
33716981,130.55
30143023,130.54
33788958,130.44
33772873,130.37
28589908,130.36
13060677,130.36
21992074,130.35
33154760,130.33
34346812,130.32
33386398,130.3
32657074,130.3
9675285,130.3
15124222,130.28
1549568,130.28
5959967,130.2
33037210,130.18
7993402,130.16
33818927,130.14
59080,130.14
28033473,130.07
16228963,130.07
4237323,130.07
7858239,130.07
2206057,130.02
2167597,130
26417102,130
5386623,130
22567384,130
4589869,130
1310028,130
11552192,130
4600735,130
30912841,130
232490,130
17623078,130
9768270,130
18066247,130
3487681,129.99
12860680,129.98
21780263,129.98
17040354,129.98
2463947,129.97
15097727,129.97
34139544,129.97
20487320,129.97
21226707,129.97
25147330,129.96
5288422,129.95
33037463,129.95
34204067,129.95
33832321,129.95
32675863,129.95
33151311,129.95
32188881,129.95
29627256,129.95
3577376,129.95
27127356,129.94
17230662,129.94
32017728,129.94
29023570,129.93
29104398,129.93
33183266,129.91
24979401,129.91
34171101,129.9
30930472,129.89
7753578,129.88
32704821,129.88
32768773,129.88
29227405,129.87
33329312,129.87
34292417,129.86
13927332,129.86
26203146,129.86
4200129,129.8
33186313,129.77
31575950,129.77
28985003,129.75
32007014,129.74
32775312,129.73
33912920,129.6
33951420,129.58
17932707,129.52
3870877,129.51
28970702,129.5
16647275,129.5
21840667,129.5
20999260,129.4
15037855,129.4
5499145,129.38
24641196,129.34
32450056,129.33
2690805,129.3
9092872,129.3
34070502,129.26
27192746,129.23
24383131,129.19
16597932,129.01
3135986,129
1139328,129
4404382,129
27721431,128.99
2599708,128.97
11355351,128.94
6532085,128.9
33073893,128.89
30314467,128.89
28734104,128.89
33618264,128.86
28407176,128.8
33133859,128.78
13816316,128.74
12480497,128.74
22877781,128.72
13935165,128.69
32000660,128.68
21066876,128.68
33536476,128.67
29676941,128.57
3576785,128.49
33863262,128.49
16828178,128.47
26176051,128.44
27801626,128.43
27562202,128.33
29372939,128.3
28495518,128.3
33403881,128.15
3366539,128.14
33014580,128.11
31566639,128.06
29632277,127.98
5348253,127.98
29213782,127.97
34301201,127.96
28012542,127.9
31060688,127.87
30139724,127.87
11890763,127.78
33956889,127.76
34336519,127.75
5193208,127.68
34214144,127.67
12072018,127.58
10805346,127.57
33161471,127.57
24411036,127.56
31688045,127.54
2970437,127.52
23308123,127.5
24991308,127.42
470620,127.4
18413684,127.39
29911282,127.34
5555145,127.32
31783516,127.28
30151412,127.27
32884888,127.21
878443,127.2
10650736,127.18
31438404,127.18
33728356,127.15
33008641,127.14
2366307,127.11
7199390,127.11
29192432,127.1
21616339,127.08
32678311,127.08
34187511,127.06
5191848,127.06
31901078,127
8243578,127
26029782,127
11295643,126.99
7517706,126.98
33884503,126.94
33852169,126.94
17570311,126.94
32420081,126.92
7728559,126.9
32213280,126.89
3754679,126.85
4209657,126.78
12569112,126.77
24762360,126.72
33416467,126.72
15133669,126.71
1598065,126.7
29892310,126.7
21286437,126.7
32237356,126.68
20178076,126.62
33143038,126.6
31339190,126.58
19224825,126.53
5500205,126.51
33531216,126.42
33940229,126.41
30893162,126.37
33908729,126.34
14263066,126.23
20306045,126.21
30930948,126.2
33806053,126.17
5282816,126.09
34003084,126.07
6241298,126.06
4145449,126.04
24217699,126.03
14810297,126.03
17339707,126
29649994,126
31154495,126
28384741,126
1328673,126
34101888,125.99
32363191,125.98
32018735,125.96
10063743,125.95
33274408,125.91
32892456,125.87
1241549,125.87
3083448,125.8
32833680,125.7
33601202,125.66
29673767,125.59
33592291,125.59
33421480,125.52
2476266,125.5
5885513,125.49
27228998,125.48
34034390,125.47
29265871,125.4
8827810,125.4
15125682,125.4
28397841,125.37
8908298,125.35
12527073,125.34
29114953,125.29
33906984,125.27
33302848,125.22
32141306,125.19
33688393,125.15
7669368,125.14
33477739,125.12
18653224,125.08
32247374,125.07
5583028,125
8967313,125
15459348,125
15373068,125
16437021,125
26932003,124.99
34360574,124.99
28558211,124.99
4391519,124.99
27533663,124.99
28639844,124.99
6892030,124.98
32441338,124.97
34053271,124.97
29176333,124.97
32132410,124.97
27512034,124.96
32784607,124.95
4196604,124.95
20399215,124.95
23454210,124.95
34193667,124.95
1640557,124.94
25818984,124.94
32907944,124.94
1224165,124.93
27440732,124.92
31840390,124.91
20491144,124.91
34092810,124.91
25678935,124.9
8406186,124.9
34294251,124.89
15500385,124.89
28073131,124.88
33541695,124.88
4444722,124.87
33738798,124.87
9011490,124.86
8612486,124.83
27368785,124.82
11738121,124.81
19062808,124.78
33562247,124.78
32677063,124.77
17774100,124.77
29112430,124.75
33343770,124.74
31978651,124.72
33574025,124.71
4899114,124.7
3205370,124.7
29782058,124.6
25223349,124.6
32325564,124.59
294048,124.58
21045430,124.42
34211239,124.38
32291027,124.37
33165707,124.36
12272978,124.27
33081790,124.23
15055078,124.18
33931075,124.15
10410007,124.14
14953400,124.13
29000423,124.03
1015666,124
2641378,124
32490393,123.99
33466143,123.98
10037238,123.97
32716404,123.95
15252490,123.94
22415629,123.9
32642040,123.87
33511940,123.86
34071880,123.85
31510091,123.83
31524448,123.83
33603718,123.79
25354471,123.77
1896388,123.76
5671566,123.69
23981683,123.5
1559067,123.49
6180155,123.48
9261875,123.39
34166237,123.3
9393593,123.25
34288173,123.24
19325992,123.2
28752955,123.2
32251074,123.16
28302884,123.15
32947897,123.14
28551574,123.03
9057179,123
33734909,122.99
29487263,122.98
4163227,122.94
33666618,122.94
1461416,122.87
29567883,122.81
21476661,122.8
33584470,122.76
32622230,122.76
33604437,122.69
27711967,122.67
24515005,122.62
32453470,122.58
12668026,122.56
16617294,122.5
3518868,122.49
33893489,122.49
34374022,122.43
32536776,122.41
1417060,122.4
113458,122.39
28665338,122.38
23592119,122.36
7397551,122.36
9577220,122.3
4196777,122.28
29414914,122.27
15455123,122.22
7825867,122.2
18614489,122.19
29178729,122.18
5476618,122.1
7479221,122.07
2928780,122
32271132,121.96
2148279,121.96
25228565,121.95
26533135,121.94
27219390,121.93
7025350,121.91
30163410,121.91
186470,121.9
28728842,121.83
32934295,121.81
33093736,121.8
29148575,121.8
410239,121.75
29320181,121.73
33490042,121.69
31554453,121.69
33642087,121.6
9012024,121.56
33679587,121.54
3848719,121.52
29567508,121.48
862605,121.47
24780694,121.4
32102835,121.33
20549486,121.3
2299648,121.3
21678006,121.28
20724641,121.28
22663214,121.24
29375365,121.2
15213487,121.16
9378921,121.1
33619231,121.07
33742528,121.03
25727799,121
33888625,121
32018178,120.99
33433211,120.98
28949280,120.96
1252574,120.92
33413841,120.91
21616965,120.91
25839173,120.9
32132442,120.9
32551521,120.89
33583691,120.87
7516919,120.83
17403809,120.83
19834576,120.79
31516782,120.77
4046797,120.71
33736290,120.69
25027228,120.56
20423346,120.53
28942140,120.47
25170102,120.47
29716032,120.43
28947508,120.39
14583716,120.39
28173457,120.31
34331973,120.3
16106125,120.24
15807393,120.14
31619149,120.12
34190242,120.1
9234529,120.1
186975,120.1
31386840,120.1
3513869,120.05
6925712,120
26229432,120
3605875,120
8884265,120
23051567,120
18103519,120
12089017,120
32876510,120
605874,120
5799779,120
33106324,120
8677214,120
1376022,120
390519,120
14126888,120
13724216,119.99
7140528,119.99
29588074,119.98
5904569,119.98
31698266,119.98
252932,119.98
33397858,119.98
461657,119.97
19819873,119.97
4616573,119.97
1724128,119.97
33368524,119.97
28241546,119.97
29197154,119.97
34374569,119.96
33687832,119.96
32431993,119.96
33751994,119.96
5614455,119.96
34074324,119.96
15053330,119.96
6589380,119.95
22095910,119.95
11725159,119.94
28051323,119.94
33462088,119.94
2070213,119.93
33509927,119.92
32409966,119.92
33666564,119.92
33888265,119.91
23005099,119.9
34122753,119.9
33590120,119.9
31981915,119.9
27660837,119.9
29594580,119.9
33931664,119.89
32686491,119.88
28255110,119.88
34212571,119.88
27163878,119.88
30110063,119.86
11944292,119.86
28817786,119.86
32069252,119.85
4701731,119.84
33590668,119.81
20490666,119.78
29868595,119.77
23328282,119.7
32815217,119.68
33573219,119.67
33667507,119.54
20407893,119.49
33201316,119.45
26932065,119.42
34131952,119.4
31792159,119.35
16658058,119.34
32311204,119.31
18792773,119.28
33429180,119.14
34069407,119.1
28085065,119.09
31772080,119.09
3321771,119.07
32356573,119
6148378,118.97
9186368,118.95
8002526,118.88
33542561,118.86
22952927,118.84
26376106,118.82
27568654,118.78
34336864,118.77
5946913,118.69
34341080,118.68
32983915,118.68
32808499,118.67
16092099,118.66
27509722,118.6
33284816,118.55
34055774,118.53
19109696,118.51
33565973,118.47
2176185,118.43
19763896,118.38
33324217,118.38
34023505,118.36
17974876,118.3
27368901,118.26
21070597,118.24
21715161,118.2
26203110,118.2
33555026,118.17
12900407,118.1
34085586,118.05
34199417,117.99
34045154,117.97
25280415,117.94
32141076,117.94
32479501,117.91
4643265,117.91
6061810,117.9
8843264,117.89
32485700,117.87
4498796,117.79
911042,117.79
4125923,117.78
11795327,117.7
326751,117.65
32015571,117.61
4575713,117.58
1536677,117.5
32708356,117.5
22131687,117.45
10085958,117.39
7972892,117.39
27697173,117.39
33856718,117.38
154370,117.3
20156819,117.28
33618649,117.28
25930229,117.24
6152228,117.2
19388855,117.2
28217228,117.2
33708217,117.19
33054438,117.15
6533586,117.14
20701440,117.14
24549844,117.14
31603141,117.08
31422806,117.04
5694458,117
3337998,117
1371653,117
32121353,116.99
7885188,116.98
32353860,116.95
24569819,116.91
1607112,116.9
1777545,116.9
31369280,116.9
31583529,116.88
3801413,116.87
31838236,116.84
33720782,116.79
33406042,116.71
31952689,116.7
33339023,116.68
33670002,116.6
34365103,116.59
25986445,116.51
34352694,116.5
27798939,116.5
23783894,116.49
22780621,116.49
32085180,116.49
33679599,116.46
32593441,116.41
32056449,116.38
32059973,116.36
6871054,116.3
22686077,116.28
25843395,116.26
31970063,116.26
1499644,116.25
351221,116.23
34349140,116.22
916021,116.2
33855206,116.2
3506427,116.18
34173047,116.17
22966936,116.15
31762784,116.14
34162239,116.12
9284564,116.11
751974,116.1
27521298,116.09
5479706,116.09
29465925,116.02
1430931,116
15263109,116
30219922,116
29383320,116
6102641,116
18216354,115.99
6833971,115.97
34352043,115.96
17343649,115.94
33004503,115.94
33050762,115.94
32126603,115.94
30890240,115.91
10965868,115.9
5376880,115.9
28756645,115.83
10433380,115.81
13673772,115.8
26851286,115.8
4416630,115.77
25305198,115.77
32434254,115.73
34378091,115.62
4822333,115.6
27584236,115.5
18331594,115.49
33847468,115.44
15522305,115.4
34290041,115.39
1440089,115.37
31768337,115.33
33299830,115.33
26855232,115.3
1433031,115.29
33741361,115.29
8866180,115.27
33592161,115.21
20174174,115.2
23861759,115.2
32811224,115.2
12862392,115.14
21844300,115.14
32069540,115.05
592940,115.02
20550845,115
4056614,115
3493846,115
6295279,115
11923019,115
1404077,115
4308354,115
32114906,115
26985598,115
3194174,115
26834028,115
25288131,115
23441604,115
31494938,115
27501964,115
24264891,114.99
30063553,114.98
20402721,114.97
30176666,114.97
28204507,114.97
33388267,114.97
12897354,114.97
31517449,114.96
1236471,114.96
28897791,114.96
6538993,114.96
33825165,114.95
34212144,114.95
28710498,114.92
20093371,114.92
31511550,114.92
33549918,114.92
3407184,114.91
15626809,114.9
33666605,114.9
11479449,114.9
25748007,114.9
34208488,114.89
2388923,114.89
5138265,114.89
33978617,114.88
34081433,114.88
6256385,114.88
7221167,114.87
17276698,114.87
33728037,114.85
32262302,114.84
26087532,114.84
27900593,114.83
34191998,114.8
15699876,114.78
33618937,114.77
32864808,114.76
12673810,114.74
26062727,114.7
31958303,114.7
34234267,114.7
8041483,114.69
20877566,114.68
12547405,114.67
5269909,114.66
22385835,114.6
21826893,114.6
32892810,114.56
17279881,114.5
32147537,114.49
33649610,114.47
16129711,114.43
34103196,114.42
21899067,114.4
13231489,114.39
5619165,114.38
23558177,114.35
20683056,114.34
23475655,114.3
2789011,114.29
39976,114.27
12492759,114.2
23355296,114.2
28987748,114.12
29386093,114.1
33758379,114.1
25106912,114.09
18060411,114.07
9883127,114
32446679,114
15655655,113.99
9215163,113.97
34170102,113.88
28389422,113.82
11529774,113.8
34368874,113.77
20618781,113.75
31907510,113.68
22702477,113.67
20582536,113.65
23638890,113.65
19609000,113.61
8712140,113.59
29033091,113.59
7977812,113.57
33844924,113.57
33196787,113.51
26643402,113.5
34364083,113.5
119553,113.5
32013217,113.45
8003315,113.41
24450748,113.36
3982652,113.36
27283745,113.35
33794264,113.28
31788445,113.2
30105768,113.1
1225031,113.06
33653943,113.05
18839517,113.02
6670805,113
448412,113
19407260,113
8820048,113
4907023,113
7443088,112.99
27592667,112.98
34172209,112.96
22700464,112.9
29141109,112.89
33098869,112.88
31906072,112.88
34197729,112.88
33732951,112.87
32088901,112.85
33401454,112.82
14690018,112.81
31739339,112.79
31949976,112.79
32438968,112.7
3008966,112.7
5756413,112.6
32296942,112.6
34377986,112.58
9007218,112.58
1351153,112.57
17011068,112.57
34361182,112.55
34336279,112.54
4822571,112.54
21744318,112.5
31877698,112.49
14987928,112.48
2012622,112.46
9325652,112.38
31483626,112.26
27115379,112.26
34355049,112.25
34332334,112.22
20868219,112.2
34037851,112.19
13194725,112.19
32348928,112.19
3172754,112.18
23281749,112.16
25390090,112.16
33981774,112.13
8713744,112
4075622,112
8898545,112
8745069,112
8116069,111.99
28271553,111.97
29744669,111.89
32093416,111.89
354320,111.88
5296352,111.88
32903987,111.88
32676057,111.87
33675241,111.85
31974535,111.85
33010368,111.8
21618457,111.79
30042572,111.78
30109481,111.77
31901343,111.76
1934184,111.72
34297779,111.67
32227271,111.65
32581975,111.6
17516998,111.6
17325512,111.56
33587200,111.5
13351992,111.49
33668654,111.47
32893075,111.34
25635016,111.31
30536339,111.27
28330460,111.27
1099633,111.26
34352211,111.18
3560656,111.17
33867094,111.17
4365923,111.16
6297423,111.16
13191597,111.14
5357185,111.12
33069230,111.11
13176452,111.1
8308532,111.08
295030,111.07
22620179,111.04
22507776,111.04
4931163,111
7870225,111
1548594,111
9230443,111
28173911,110.99
31921982,110.98
30186168,110.98
9497152,110.98
18381165,110.98
33949995,110.97
21690953,110.97
12095331,110.96
11451275,110.96
32419508,110.95
6260124,110.95
29134850,110.94
32476989,110.9
31588272,110.9
25817441,110.88
28717783,110.85
9630909,110.84
29807165,110.84
680762,110.83
33537022,110.83
8792146,110.8
29259087,110.78
22093542,110.77
32610727,110.77
33724513,110.67
15999089,110.61
7924744,110.6
9157685,110.6
32843795,110.59
32812586,110.59
33884041,110.57
34114888,110.52
33559661,110.5
33275178,110.5
33693853,110.47
8873740,110.39
5400883,110.39
16470077,110.38
32928100,110.38
20750493,110.38
10964730,110.35
19182164,110.35
32642989,110.33
125791,110.32
34349272,110.27
34187942,110.27
13414153,110.2
8652029,110.2
23005794,110.19
10281889,110.14
4544794,110.14
19079580,110.12
32700384,110.12
3785770,110.11
6094115,110.09
34326759,110.07
4893531,110.06
9665016,110.05
32558432,110.05
33504458,110.05
2798557,110.04
1351070,110
24974344,110
33196911,110
21563241,110
15200564,110
29131034,110
8291650,110
27211518,110
2946916,110
6410490,110
20423836,110
12263089,110
30625571,110
27155231,110
1010260,110
15533428,110
6245488,110
8459686,110
678962,110
32929233,110
22556962,110
5880780,109.99
14256523,109.99
26540470,109.99
9389854,109.99
8256172,109.99
3636409,109.99
26289866,109.98
28017936,109.98
30564367,109.98
3581839,109.98
34379418,109.98
33654255,109.98
8543450,109.98
33490559,109.98
33604764,109.97
194174,109.97
4619861,109.97
32426241,109.97
34325681,109.97
28958583,109.97
33611369,109.97
5600285,109.97
34175613,109.97
2734653,109.97
4313990,109.96
17581955,109.96
15571863,109.96
30365911,109.95
19673580,109.95
32736873,109.94
33517422,109.94
33840860,109.94
32270134,109.94
33739225,109.93
33373673,109.93
21618916,109.93
33824816,109.9
5294579,109.9
28968789,109.9
20335602,109.89
33162230,109.89
33539011,109.89
33051120,109.89
33324838,109.89
33882797,109.89
23948099,109.89
3251859,109.88
29249774,109.88
29116711,109.86
28977229,109.84
8152582,109.8
9142776,109.8
34328984,109.79
33533402,109.77
29093975,109.74
33290090,109.74
18181802,109.7
34374906,109.7
34346403,109.66
34347275,109.6
32471488,109.6
34217238,109.53
25715322,109.5
34331442,109.48
9577419,109.46
851572,109.42
30179108,109.42
103120,109.4
29832336,109.34
33732703,109.3
32880351,109.29
12617050,109.27
16216116,109.15
33507669,109.12
27874085,109.09
169294,109.08
17027608,109.07
33430950,109.07
31978412,109.05
106453,109.05
12624669,109.03
